time_s,y_pos_m,z_pos_m,fz_force_sensor_N,fz_force_base_N,adaptive_phi,dynamic_sigma
17.9691,-0.497,0.100781,2603.511,1823.262,-0.1,0.001
18.0327,-0.49715,0.086005,2603.599,1823.788,-0.1,0.001
18.0837,-0.4973,0.071224,2603.686,1824.312,-0.1,0.001
18.1443,-0.49745,0.056439,2603.772,1824.839,-0.1,0.001
18.1968,-0.4976,0.04165,2603.856,1825.365,-0.1,0.001
18.2653,-0.49775,0.026857,2603.941,1825.891,-0.1,0.001
18.3188,-0.4979,0.012059,2604.024,1826.417,-0.1,0.001
18.3848,-0.49805,-0.002743,2604.106,1826.943,-0.1,0.001
18.445,-0.4982,-0.01755,2604.188,1827.469,-0.1,0.001
18.504,-0.49835,-0.032361,2604.268,1827.996,-0.1,0.001
18.569,-0.4985,-0.047176,2604.348,1828.522,-0.1,0.001
18.6315,-0.49865,-0.061995,2604.427,1829.049,-0.1,0.001
18.6915,-0.4988,-0.076819,2604.505,1829.575,-0.1,0.001
18.7455,-0.49895,-0.091647,2604.583,1830.103,-0.1,0.001
18.7856,-0.4991,-0.10648,2604.659,1830.629,-0.1,0.001
18.8211,-0.49925,-0.121317,2604.734,1831.157,-0.1,0.001
18.8712,-0.4994,-0.136158,2604.809,1831.693,-0.1,0.001
18.9114,-0.49955,-0.151004,2604.884,1832.239,-0.1,0.001
18.9565,-0.4997,-0.165854,2604.957,1832.791,-0.1,0.001
19.0,-0.49985,-0.180709,2605.03,1833.35,-0.1,0.001
19.029,-0.5,-0.195569,2605.101,1833.913,-0.1,0.001
19.0751,-0.50015,-0.210433,2605.172,1834.478,-0.1,0.001
19.1246,-0.5003,-0.225302,2605.241,1835.043,-0.1,0.001
19.1726,-0.50045,-0.240176,2605.31,1835.607,-0.1,0.001
19.2226,-0.5006,-0.255054,2605.377,1836.167,-0.1,0.001
19.2696,-0.50075,-0.269937,2605.443,1836.723,-0.1,0.001
19.3327,-0.5009,-0.284824,2605.508,1837.273,-0.1,0.001
19.3983,-0.50105,-0.299716,2605.573,1837.817,-0.1,0.001
19.4618,-0.5012,-0.314612,2605.636,1838.352,-0.1,0.001
19.5238,-0.50135,-0.329513,2605.699,1838.88,-0.1,0.001
19.599,-0.5015,-0.344418,2605.761,1839.398,-0.1,0.001
19.663,-0.50165,-0.359327,2605.822,1839.908,-0.1,0.001
19.729,-0.5018,-0.37424,2605.882,1840.41,-0.1,0.001
19.7831,-0.50195,-0.389157,2605.942,1840.905,-0.1,0.001
19.8524,-0.5021,-0.404079,2606.001,1841.39,-0.1,0.001
19.9029,-0.50225,-0.419004,2606.059,1841.866,-0.1,0.001
19.9479,-0.5024,-0.433933,2606.116,1842.332,-0.1,0.001
19.9895,-0.50255,-0.448866,2606.173,1842.792,-0.1,0.001
20.027,-0.5027,-0.463802,2606.23,1843.246,-0.1,0.001
20.086,-0.50285,-0.478742,2606.285,1843.695,-0.1,0.001
20.1243,-0.503,-0.493686,2606.34,1844.142,-0.1,0.001
20.1743,-0.50315,-0.508634,2606.394,1844.587,-0.1,0.001
20.2082,-0.5033,-0.523583,2606.436,1844.822,-0.1,0.001
20.2521,-0.50345,-0.538533,2606.472,1844.915,-0.1,0.001
20.2986,-0.5036,-0.553484,2606.515,1845.074,-0.1,0.001
20.3458,-0.50375,-0.568437,2606.562,1845.288,-0.1,0.001
20.3993,-0.5039,-0.583392,2606.611,1845.543,-0.1,0.001
20.4453,-0.50405,-0.598349,2606.66,1845.833,-0.1,0.001
